"rk","player","min","gca","sca","cmp_percent","won_percent","succ_percent","carries","int","tkl","season","age","nation","team","comp","mp","min_2","x90s","starts","subs","un_sub","gls","ast","g_a","g_pk","pk","p_katt","p_km","cmp","att","cmp_percent_2","kp","x3_jan","ppa","crs_pa","prg_p","tot_dist","prg_dist","cmp_2","att_2","cmp_percent_3","cmp_3","att_3","cmp_percent_4","cmp_4","att_4","cmp_percent_5","sca_2","pass_live","pass_dead","to","sh","fld","def","gca_2","pass_live_2","pass_dead_2","to_2","sh_2","fld_2","def_2","carries_2","tot_dist_2","prg_dist_2","prg_c","x3_jan_2","cpa","mis","dis","rec","prg_r","att_5","succ","succ_percent_2","tkld","tkld_percent","tkl_2","tkl_w","def_3rd","mid_3rd","att_3rd","tkl_3","att_6","tkl_percent","lost","blocks","sh_3","pass","int_2","tkl_int","clr","err","won","lost_2","won_percent_2","pos"
"54","Lazar Samardzic",2372,"6","124","74.3","28.6","46.5","657","10","40","2023-2024","21","rs SRB","Udinese","it Serie A","34","2,372","26.4","28","6","4","6","2","8","5","1","1","0","733","987","74.3","62","86","15","4","83","13441","4485","341","392","87","246","316","77.8","122","221","55.2","124","62","38","14","6","2","2","6","1","1","3","1","0","0","657","4112","2253","65","39","8","53","20","735","91","101","47","46.5","49","48.5","40","19","18","18","4","16","39","41","23","26","6","20","10","50","25","0","14","35","28.6","MF"
"55","Luca Caldirola",2141,"1","14","90.8","56.6","50","966","29","25","2023-2024","32","it ITA","Monza","it Serie A","29","2,141","23.8","23","6","7","1","1","2","1","0","0","0","1247","1374","90.8","5","60","1","1","56","23794","7803","453","464","97.6","656","695","94.4","131","192","68.2","14","13","0","0","0","0","1","1","1","0","0","0","0","0","966","4882","2482","10","5","0","6","1","1146","9","2","1","50","0","0","25","14","19","4","2","13","22","59.1","9","26","17","9","29","54","53","0","30","23","56.6","DF"
"56","Diego Coppola",1634,"0","8","77.3","63.6","0","437","27","36","2023-2024","19","it ITA","Hellas Verona","it Serie A","24","1,634","18.2","18","6","13","2","0","2","2","0","0","0","555","718","77.3","4","33","0","0","40","11563","4450","151","189","79.9","324","369","87.8","78","142","54.9","8","8","0","0","0","0","0","0","0","0","0","0","0","0","437","1940","806","1","2","0","8","3","467","0","1","0","0","1","100","36","22","25","9","2","20","33","60.6","13","26","9","17","27","63","89","1","82","47","63.6","DF"
"57","Giovanni Di Lorenzo",3234,"10","126","84.7","40.9","30.5","1815","24","58","2023-2024","29","it ITA","Napoli","it Serie A","36","3,234","35.9","36","0","0","1","6","7","1","0","0","0","2314","2732","84.7","51","230","86","16","304","36941","13552","1255","1357","92.5","835","982","85","170","254","66.9","126","114","0","5","6","0","1","10","9","0","0","1","0","0","1815","8286","4442","95","63","16","28","23","2213","250","59","18","30.5","35","59.3","58","36","26","26","6","32","68","47.1","36","43","16","27","24","82","45","0","27","39","40.9","DF"
"58","Ibrahim Sulemana",1339,"1","20","79.9","40.6","50","302","7","36","2023-2024","20","gh GHA","Cagliari","it Serie A","21","1,339","14.9","16","5","12","2","0","2","2","0","0","0","361","452","79.9","4","30","2","2","27","6464","1260","163","184","88.6","151","172","87.8","42","72","58.3","20","17","0","1","1","1","0","1","1","0","0","0","0","0","302","1710","691","15","9","1","18","16","330","14","18","9","50","8","44.4","36","14","15","15","6","17","27","63","10","24","5","19","7","43","23","0","13","19","40.6","MF"
"59","Nicolás González",1913,"6","62","71","56.1","38.2","684","12","28","2023-2024","25","ar ARG","Fiorentina","it Serie A","29","1,913","21.3","21","8","1","12","2","14","11","1","3","2","560","789","71","22","66","30","4","100","9935","2504","278","348","79.9","210","274","76.6","61","101","60.4","62","43","0","5","11","3","0","6","5","0","0","1","0","0","684","3854","1664","53","51","20","42","29","821","190","89","34","38.2","47","52.8","28","18","15","8","5","8","28","28.6","20","26","1","25","12","40","9","0","64","50","56.1","FW"
"60","Boulaye Dia",1143,"0","26","83.6","18.2","32.6","276","3","4","2023-2024","26","sn SEN","Salernitana","it Serie A","17","1,143","12.7","12","5","1","4","0","4","3","1","1","0","204","244","83.6","10","22","5","0","22","3303","641","99","111","89.2","77","86","89.5","16","23","69.6","26","21","0","1","3","1","0","0","0","0","0","0","0","0","276","1722","648","18","17","6","37","28","296","57","43","14","32.6","27","62.8","4","2","2","2","0","1","3","33.3","2","5","0","5","3","7","7","0","6","27","18.2","FW,MF"
"61","Andrea Cambiaso",2372,"5","78","83.4","44.8","42.6","857","11","47","2023-2024","23","it ITA","Juventus","it Serie A","34","2,372","26.4","28","6","1","2","3","5","2","0","0","0","1007","1207","83.4","38","40","24","11","71","16173","3526","516","565","91.3","387","450","86","73","104","70.2","78","62","5","4","3","3","1","5","5","0","0","0","0","0","857","5413","2832","87","53","23","38","21","993","172","61","26","42.6","27","44.3","47","30","23","15","9","25","43","58.1","18","28","3","25","11","58","26","1","13","16","44.8","DF,FW"
"62","Junior Sambia",1032,"4","27","78.1","65.7","20.8","308","11","12","2023-2024","26","fr FRA","Salernitana","it Serie A","18","1,032","11.5","10","8","20","1","2","3","1","0","0","0","397","508","78.1","12","30","10","5","41","6404","2412","213","238","89.5","135","182","74.2","38","63","60.3","27","18","4","1","3","1","0","4","2","2","0","0","0","0","308","1573","868","23","20","9","16","12","393","37","24","5","20.8","12","50","12","5","8","1","3","6","11","54.5","5","15","7","8","11","23","28","0","23","12","65.7","DF,MF"
"63","Yacine Adli",1407,"8","62","86.5","60","68.8","873","20","34","2023-2024","23","fr FRA","Milan","it Serie A","24","1,407","15.6","17","7","14","1","2","3","1","0","0","0","1125","1300","86.5","22","149","16","6","125","20142","6752","489","534","91.6","487","534","91.2","120","177","67.8","62","41","18","3","0","0","0","8","4","3","1","0","0","0","873","4728","2144","30","27","3","18","10","1053","26","32","22","68.8","8","25","34","17","17","13","4","13","35","37.1","22","22","8","14","20","54","15","1","15","10","60","MF"
"64","Walace",3238,"3","57","79.7","60.4","41","968","43","66","2023-2024","28","br BRA","Udinese","it Serie A","37","3,238","36","37","0","0","2","0","2","2","0","0","0","1146","1437","79.7","21","143","7","1","127","21020","7147","480","555","86.5","523","604","86.6","125","226","55.3","57","46","1","0","5","3","2","3","3","0","0","0","0","0","968","5273","2521","37","30","1","56","27","994","22","39","16","41","19","48.7","66","43","40","26","0","36","77","46.8","41","43","6","37","43","109","66","1","29","19","60.4","MF"
"65","Marten de Roon",2599,"7","54","84.5","56.5","33.3","1040","40","80","2023-2024","32","nl NED","Atalanta","it Serie A","30","2,599","28.9","29","1","3","0","5","5","0","0","0","0","1446","1712","84.5","23","147","20","3","178","26689","8394","564","630","89.5","690","779","88.6","159","239","66.5","54","43","5","0","2","2","2","7","7","0","0","0","0","0","1040","4998","2569","28","22","0","19","8","1307","22","9","3","33.3","5","55.6","80","43","36","32","12","35","82","42.7","47","36","10","26","40","120","54","0","35","27","56.5","MF,DF"
"66","Marin Pongračić",3219,"2","32","84.6","60.8","65.2","1325","51","43","2023-2024","25","hr CRO","Lecce","it Serie A","36","3,219","35.8","36","0","0","0","0","0","0","0","0","0","1583","1872","84.6","11","119","5","0","134","34979","12707","363","424","85.6","931","1012","92","272","395","68.9","32","24","3","1","1","1","2","2","2","0","0","0","0","0","1325","10043","5791","45","18","1","15","3","1325","7","23","15","65.2","4","17.4","43","30","22","20","1","19","25","76","6","37","26","11","51","94","130","1","59","38","60.8","DF"
"67","Davide Frattesi",955,"6","26","78.1","48.3","33.3","250","5","10","2023-2024","23","it ITA","Inter","it Serie A","32","955","10.6","6","26","4","6","3","9","6","0","0","0","235","301","78.1","10","18","13","1","37","3468","1047","126","147","85.7","82","103","79.6","14","18","77.8","26","21","0","0","3","2","0","6","4","0","0","1","1","0","250","1689","781","27","17","10","17","16","301","40","21","7","33.3","13","61.9","10","6","3","7","0","4","8","50","4","9","3","6","5","15","19","0","14","15","48.3","MF"
"68","Grigoris Kastanos",1480,"6","57","70.5","40","50","445","8","23","2023-2024","25","cy CYP","Salernitana","it Serie A","26","1,480","16.4","18","8","3","3","3","6","3","0","0","0","458","650","70.5","28","52","11","2","78","7578","2346","216","260","83.1","141","205","68.8","61","105","58.1","57","34","15","1","2","5","0","6","2","2","0","1","1","0","445","2451","1086","28","24","5","30","28","534","69","26","13","50","11","42.3","23","14","8","9","6","9","20","45","11","13","4","9","8","31","9","0","24","36","40","MF,DF"
"69","Cyril Ngonge",1746,"4","86","67.5","38.9","45.1","480","4","19","2023-2024","23","be BEL","2 Teams","it Serie A","32","1,746","19.4","18","14","1","7","2","9","7","0","0","0","341","505","67.5","30","33","18","10","55","6067","1703","162","212","76.4","128","170","75.3","43","84","51.2","86","40","12","14","10","10","0","4","3","0","0","1","0","0","480","3404","1679","71","38","25","64","22","566","160","82","37","45.1","40","48.8","19","12","6","7","6","7","16","43.8","9","9","1","8","4","23","12","0","28","44","38.9","FW,MF"
"70","Florian Thauvin",1710,"4","71","70.3","27.8","38.9","490","3","7","2023-2024","30","fr FRA","Udinese","it Serie A","29","1,710","19","19","10","3","5","3","8","4","1","1","0","385","548","70.3","38","41","39","16","69","6704","2190","189","231","81.8","131","179","73.2","49","91","53.8","71","53","6","4","6","2","0","4","4","0","0","0","0","0","490","3761","1941","72","53","30","57","36","541","97","90","35","38.9","46","51.1","7","4","2","4","1","4","13","30.8","9","9","1","8","3","10","2","0","10","26","27.8","FW"
"71","Alexis Sánchez",763,"8","35","75.2","38.1","54.5","292","1","7","2023-2024","34","cl CHI","Inter","it Serie A","23","763","8.5","6","17","10","2","5","7","1","1","1","0","276","367","75.2","18","28","24","2","53","4719","1255","143","170","84.1","77","104","74","41","59","69.5","35","28","3","1","1","1","1","8","6","2","0","0","0","0","292","1420","581","16","16","4","22","15","356","58","22","12","54.5","8","36.4","7","6","0","5","2","1","4","25","3","4","1","3","1","8","3","0","8","13","38.1","FW,MF"
"72","Armand Lauriente",2908,"8","110","69.2","17.6","46.7","817","15","31","2023-2024","24","fr FRA","Sassuolo","it Serie A","37","2,908","32.3","35","2","0","5","4","9","5","0","0","0","628","908","69.2","47","49","36","6","99","9577","3171","363","434","83.6","198","292","67.8","41","112","36.6","110","67","16","12","7","8","0","8","4","1","0","2","1","0","817","6280","3470","125","84","48","80","55","880","268","135","63","46.7","54","40","31","20","8","14","9","13","44","29.5","31","29","4","25","15","46","11","0","6","28","17.6","FW"
"73","Kacper Urbanski",926,"1","35","80.9","64.7","60.6","302","4","16","2023-2024","18","pl POL","Bologna","it Serie A","22","926","10.3","9","13","16","0","1","1","0","0","0","0","313","387","80.9","16","25","8","2","31","4813","1017","171","193","88.6","103","125","82.4","22","33","66.7","35","24","5","3","3","0","0","1","0","0","0","1","0","0","302","2006","823","25","17","5","22","14","357","78","33","20","60.6","12","36.4","16","10","5","10","1","6","13","46.2","7","15","1","14","4","20","14","0","22","12","64.7","MF,FW"
"74","Bruno Amione",579,"0","3","79.5","65.5","50","190","9","11","2023-2024","21","ar ARG","Hellas Verona","it Serie A","10","579","6.4","7","3","12","0","0","0","0","0","0","0","217","273","79.5","1","11","0","0","17","3776","1390","83","99","83.8","114","132","86.4","15","33","45.5","3","3","0","0","0","0","0","0","0","0","0","0","0","0","190","918","402","2","3","0","8","1","188","2","2","1","50","1","50","11","3","9","2","0","4","5","80","1","4","2","2","9","20","19","2","19","10","65.5","DF"
"75","Gianluca Lapadula",1205,"4","34","70.2","40.4","44.4","143","2","1","2023-2024","33","pe PER","Cagliari","it Serie A","23","1,205","13.4","14","9","5","3","1","4","2","1","1","0","120","171","70.2","19","2","3","2","4","1645","217","72","91","79.1","34","42","81","6","11","54.5","34","23","0","2","5","4","0","4","0","0","2","1","1","0","143","651","237","8","6","7","21","8","189","63","9","4","44.4","3","33.3","1","1","0","0","1","1","10","10","9","2","1","1","2","3","5","0","21","31","40.4","FW"
"76","Charles De Ketelaere",2026,"10","93","72.3","52.1","45.5","669","7","33","2023-2024","22","be BEL","Atalanta","it Serie A","35","2,026","22.5","25","10","1","10","8","18","9","1","1","0","565","782","72.3","49","44","42","7","126","8690","2346","302","384","78.6","211","273","77.3","31","58","53.4","93","70","2","8","2","8","3","10","10","0","0","0","0","0","669","4241","2121","88","51","41","83","54","835","219","88","40","45.5","35","39.8","33","21","3","12","18","10","20","50","10","30","2","28","7","40","6","0","38","35","52.1","FW,MF"
"77","Tijjani Noslin",1339,"7","55","69.5","40.8","32","292","2","18","2023-2024","24","nl NED","Hellas Verona","it Serie A","17","1,339","14.9","17","0","0","5","4","9","5","0","0","0","235","338","69.5","26","18","13","4","26","3048","641","140","178","78.7","69","103","67","6","15","40","55","47","0","2","2","4","0","7","5","0","1","0","1","0","292","1525","721","29","22","13","52","13","364","94","25","8","32","16","64","18","8","5","7","6","6","16","37.5","10","17","2","15","2","20","14","0","49","71","40.8","FW,MF"
"78","Elseid Hysaj",1199,"1","21","83.9","51.9","25","483","17","24","2023-2024","29","al ALB","Lazio","it Serie A","22","1,199","13.3","11","11","15","0","0","0","0","0","0","0","713","850","83.9","9","46","10","5","51","10858","4236","400","438","91.3","248","291","85.2","41","78","52.6","21","18","2","0","0","1","0","1","1","0","0","0","0","0","483","2815","1444","27","23","1","12","8","619","41","8","2","25","6","75","24","14","8","13","3","15","24","62.5","9","16","6","10","17","41","31","0","14","13","51.9","DF"
"79","Aarón Martín",1376,"2","33","69.6","42.1","50","367","9","21","2023-2024","26","es ESP","Genoa","it Serie A","22","1,376","15.3","17","5","10","0","1","1","0","0","0","0","431","619","69.6","26","26","16","11","35","7748","2727","195","216","90.3","169","227","74.4","54","128","42.2","33","20","12","1","0","0","0","2","2","0","0","0","0","0","367","1839","972","28","21","3","12","4","432","72","12","6","50","6","50","21","10","7","10","4","9","22","40.9","13","12","4","8","9","30","15","0","8","11","42.1","DF"
"80","Josh Doig",2173,"4","36","70.5","48.8","31.8","510","20","41","2023-2024","21","sct SCO","2 Teams","it Serie A","28","2,173","24.1","26","2","5","0","2","2","0","0","0","0","655","929","70.5","19","54","14","11","48","10893","4282","336","387","86.8","255","347","73.5","50","136","36.8","36","28","6","0","2","0","0","4","2","1","0","1","0","0","510","3518","1571","53","33","5","36","15","560","67","44","14","31.8","27","61.4","41","26","25","16","0","28","44","63.6","16","43","13","30","20","61","55","1","20","21","48.8","DF"
"81","Samuele Mulattieri",462,"1","10","69.8","39.7","25","101","1","1","2023-2024","22","it ITA","Sassuolo","it Serie A","27","462","5.1","1","26","10","0","0","0","0","0","0","0","81","116","69.8","6","4","0","0","1","1042","85","49","67","73.1","26","31","83.9","1","5","20","10","7","1","0","1","1","0","1","0","0","0","0","1","0","101","552","240","8","8","7","20","13","130","38","16","4","25","8","50","1","1","0","0","1","1","2","50","1","7","2","5","1","2","2","0","23","35","39.7","FW,MF"
"82","Angeliño",1141,"3","33","76.4","62.5","46.2","415","12","21","2023-2024","26","es ESP","Roma","it Serie A","16","1,141","12.7","14","2","0","0","1","1","0","0","0","0","546","715","76.4","19","36","21","13","40","9819","3457","257","285","90.2","221","284","77.8","62","123","50.4","33","30","2","0","1","0","0","3","3","0","0","0","0","0","415","1905","864","12","13","0","9","6","502","55","13","6","46.2","6","46.2","21","11","12","6","3","11","19","57.9","8","11","5","6","12","33","37","1","15","9","62.5","DF"
"83","Zeki Çelik",671,"0","19","83.3","30","60","230","8","23","2023-2024","26","tr TUR","Roma","it Serie A","17","671","7.5","6","11","21","0","0","0","0","0","0","0","284","341","83.3","9","8","9","3","26","4660","1360","139","158","88","116","137","84.7","18","31","58.1","19","15","1","1","0","0","2","0","0","0","0","0","0","0","230","1305","565","14","15","5","10","6","236","38","10","6","60","4","40","23","16","10","10","3","14","25","56","11","12","5","7","8","31","25","0","3","7","30","DF"
"84","Ilario Monterisi",1469,"5","14","80.4","59.4","55.6","590","8","23","2023-2024","21","it ITA","Frosinone","it Serie A","24","1,469","16.3","16","8","10","2","2","4","2","0","0","0","802","997","80.4","5","47","7","1","47","13842","6423","350","392","89.3","379","447","84.8","60","123","48.8","14","11","1","0","0","1","1","5","2","1","0","0","1","1","590","2370","1220","4","5","0","4","3","731","18","9","5","55.6","4","44.4","23","13","14","7","2","12","26","46.2","14","22","18","4","8","31","63","0","41","28","59.4","DF"
