"player","season","fouls_drawn_to_shot","def_action_to_shot","goal_creating_action","comp_live_pass_to_goal","comp_dead_pass_to_goal","takeon_to_goal","shot_to_goal_shot","fouls_drawn_to_goal","def_action_to_goal","carries","tot_carry_distance","prog_carry_distance","prog_carries","carries_into_final_third","carries_into_box","fail_to_control","lose_control_due_to_tkl","successfully_rec_pass"
"Marco Sala","2020-2021",1,1,7,4,1,0,0,1,1,655,3253,1637,46,32,8,24,5,743
"Augustus Kargbo","2020-2021",6,0,4,1,0,0,2,1,0,226,1435,715,31,21,20,51,12,252
"Stefano Sabelli","2020-2021",6,1,10,8,2,0,0,0,0,936,5802,3578,70,51,2,32,9,952
"Enrico Baldini","2020-2021",3,0,3,2,0,0,1,0,0,322,1637,687,18,22,2,20,10,356
"Alessio Vita","2020-2021",5,1,3,2,0,0,0,1,0,547,2639,1267,40,23,4,37,17,644
"Abou-Malal Ba","2020-2021",2,1,0,0,0,0,0,0,0,134,657,332,6,4,1,10,4,149
"Alessio Tribuzzi","2020-2021",4,0,3,3,0,0,0,0,0,397,2813,1301,48,27,16,31,13,425
"Samuele Longo","2020-2021",3,1,1,0,0,0,0,1,0,249,1159,402,17,14,7,52,32,315
"Lorenzo Dickmann","2020-2021",1,1,6,4,0,0,2,0,0,765,5341,2125,56,38,7,40,16,827
"Emanuele Padella","2020-2021",1,1,0,0,0,0,0,0,0,430,2042,1011,7,0,0,11,1,442
"Tomasz Kupisz","2020-2021",3,2,2,2,0,0,0,0,0,448,2591,998,23,17,4,38,15,506
"Dimitri Bisoli","2020-2021",1,1,3,3,0,0,0,0,0,690,3468,1554,40,23,9,33,25,711
"Karlo Butić","2020-2021",2,1,3,2,0,0,1,0,0,319,2004,694,30,16,14,55,30,374
"Roberto Zammarini","2020-2021",1,2,7,6,0,0,0,0,1,449,2640,1591,41,31,9,33,10,538
"Riccardo Idda","2020-2021",0,0,0,0,0,0,0,0,0,850,4236,1945,4,6,1,10,0,957
"Davide Petrucci","2020-2021",1,3,1,1,0,0,0,0,0,715,3951,1801,26,15,1,23,12,806
"Michele Marconi","2020-2021",11,1,7,4,0,0,1,2,0,412,1562,369,8,12,3,54,22,713
"Ettore Gliozzi","2020-2021",6,0,4,2,0,0,0,2,0,374,1836,644,22,18,8,46,17,536
"Amato Ciciretti","2020-2021",1,1,2,1,1,0,0,0,0,578,3313,1387,45,37,11,41,16,648
"Alberto Barison","2020-2021",0,1,0,0,0,0,0,0,0,459,2424,1323,8,2,0,12,1,478
"Oliver Kragl","2020-2021",2,0,4,2,1,1,0,0,0,687,3594,2090,41,31,2,16,8,717
"Cristian Molinaro","2020-2021",0,0,0,0,0,0,0,0,0,381,2084,1200,26,15,2,7,6,442
"Andrea Settembrini","2020-2021",2,0,3,3,0,0,0,0,0,449,2290,1001,25,18,6,38,26,474
"Luca Siligardi","2020-2021",0,2,1,1,0,0,0,0,0,177,943,315,9,9,4,24,13,197
"Luca Garritano","2020-2021",6,0,16,11,0,0,5,0,0,1136,7137,3595,118,90,33,77,51,1190
"Pablo Rodríguez","2020-2021",8,1,3,1,0,1,0,1,0,209,1312,594,21,17,9,29,19,209
"Bruno Martella","2020-2021",2,0,4,3,0,0,0,1,0,1036,4898,2544,65,59,6,32,6,1063
"Biagio Meccariello","2020-2021",0,0,3,3,0,0,0,0,0,1227,7183,4012,26,12,0,16,10,1221
"Federico Di Francesco","2020-2021",4,0,4,3,1,0,0,0,0,526,3462,1936,65,47,23,55,26,591
"Samuele Birindelli","2020-2021",5,1,7,4,1,1,0,1,0,766,5419,3271,92,64,11,37,20,803
"Walter López","2020-2021",0,1,4,3,1,0,0,0,0,244,1284,795,6,9,0,9,3,287
"Jakub Łabojko","2020-2021",0,2,5,4,0,0,0,0,1,499,2530,1103,14,23,1,17,9,554
"Camillo Ciano","2020-2021",6,0,5,4,0,0,1,0,0,468,2025,800,30,23,12,45,23,551
"Alessandro Salvi","2020-2021",2,1,4,0,0,2,2,0,0,712,3531,1711,44,24,6,19,18,813
"Francesco Margiotta","2020-2021",1,0,6,5,0,1,0,0,0,277,1090,388,12,6,9,40,7,344
"Giulio Donati","2020-2021",2,1,2,2,0,0,0,0,0,1039,4664,2777,53,48,2,17,9,1295
"Massimo Bertagnoli","2020-2021",0,0,3,3,0,0,0,0,0,352,2161,1171,29,19,3,18,9,375
"Fabrizio Caligara","2020-2021",1,0,2,2,0,0,0,0,0,260,1562,825,16,9,3,23,12,256
"Domen Črnigoj","2020-2021",1,1,3,1,0,0,2,0,0,391,2216,1133,31,25,7,34,15,444
"Matteo Mancosu","2020-2021",2,0,5,2,0,1,0,2,0,157,791,355,15,9,10,21,8,198
"Stefano Pettinari","2020-2021",2,0,7,6,0,0,0,1,0,304,1526,645,28,14,15,28,15,339
"Leonard Zuta","2020-2021",3,0,1,1,0,0,0,0,0,582,2763,1240,23,23,0,9,3,629
"Bright Gyamfi","2020-2021",0,0,0,0,0,0,0,0,0,513,2860,1658,16,10,0,11,2,544
"Cosimo Chiricò","2020-2021",5,0,2,1,0,0,0,1,0,382,2915,1084,34,18,24,33,14,388
"Andrea Danzi","2020-2021",0,0,0,0,0,0,0,0,0,222,1052,415,4,8,3,7,4,233
"Vlad Dragomir","2020-2021",2,0,1,0,0,0,0,1,0,400,1664,701,6,12,0,19,10,428
"Kevin Biondi","2020-2021",1,0,0,0,0,0,0,0,0,112,550,180,4,4,2,13,9,125
"Tom van de Looi","2020-2021",0,1,5,5,0,0,0,0,0,1054,5518,2617,30,26,4,22,7,1112
"Marco Rosafio","2020-2021",3,0,5,5,0,0,0,0,0,306,1717,689,18,17,8,26,22,373
"Davide Frattesi","2020-2021",7,2,6,5,0,0,0,1,0,1039,6618,3288,76,64,21,80,39,1175
"Grigoris Kastanos","2020-2021",11,1,5,3,0,0,1,1,0,834,4628,2449,65,47,13,29,30,918
"Luca Valzania","2020-2021",2,5,4,4,0,0,0,0,0,870,4915,2306,59,48,7,67,26,989
"Daniele Donnarumma","2020-2021",1,4,7,7,0,0,0,0,0,961,5476,2867,70,47,2,32,19,1027
"Luca Strizzolo","2020-2021",3,1,4,3,0,0,1,0,0,257,973,393,10,12,5,40,8,394
"Marco Mancosu","2020-2021",7,2,17,11,1,2,0,2,1,880,4888,2624,79,70,17,54,26,1048
"Luca Bittante","2020-2021",3,2,2,1,0,0,1,0,0,432,2043,1023,24,20,1,16,10,499
"Mirko Bruccini","2020-2021",0,1,0,0,0,0,0,0,0,182,703,274,4,3,0,7,9,204
"Riccardo Meggiorini","2020-2021",9,1,5,5,0,0,0,0,0,458,2394,910,34,27,6,37,24,655
"Davide Bettella","2020-2021",0,0,0,0,0,0,0,0,0,708,3532,1814,4,5,0,8,3,826
"Marcel Büchel","2020-2021",3,3,3,3,0,0,0,0,0,692,2981,989,7,22,1,20,10,761
"Gaetano Masucci","2020-2021",2,0,2,2,0,0,0,0,0,109,565,161,6,4,3,12,4,139
"Raffaele Pucino","2020-2021",0,1,3,3,0,0,0,0,0,1164,5615,3063,60,57,3,19,9,1205
"Leonardo Mancuso","2020-2021",6,3,10,9,0,0,1,0,0,603,3110,1348,62,32,34,80,35,759
"Christian Maggio","2020-2021",1,0,7,7,0,0,0,0,0,693,3733,2182,42,28,4,19,9,716
"Riccardo Brosco","2020-2021",1,1,0,0,0,0,0,0,0,931,5085,2663,12,5,0,10,5,966
"Luca Zamparo","2020-2021",5,1,0,0,0,0,0,0,0,246,1644,376,18,12,4,47,30,343
"Andrea Barberis","2020-2021",0,1,10,3,6,0,1,0,0,708,3282,1628,13,19,1,26,12,854
"Simone Missiroli","2020-2021",1,1,3,3,0,0,0,0,0,757,3697,1866,35,28,2,23,8,959
"Massimiliano Mangraviti","2020-2021",1,1,0,0,0,0,0,0,0,943,5863,3139,19,11,0,10,0,956
"Francesco Di Mariano","2020-2021",10,1,7,7,0,0,0,0,0,515,4325,1843,62,47,9,37,25,550
"Mattia Viviani","2020-2021",1,1,2,2,0,0,0,0,0,622,2922,1322,12,19,2,19,15,661
"Salvatore Pezzella","2020-2021",0,0,1,1,0,0,0,0,0,280,1440,686,12,16,2,25,13,301
"Marco Crimi","2020-2021",2,1,1,1,0,0,0,0,0,489,2204,854,13,18,2,27,13,502
"Marco Fossati","2020-2021",0,0,1,0,1,0,0,0,0,210,1157,615,7,5,0,4,1,269
"Pietro Beruatto","2020-2021",2,1,9,4,3,0,1,1,0,764,4462,2497,59,39,7,48,21,811
"Luca Palmiero","2020-2021",3,3,8,7,1,0,0,0,0,1400,6197,3316,38,46,2,45,21,1526
"Gianluca Gaetano","2020-2021",8,0,5,4,0,0,0,1,0,620,3250,1453,48,28,31,66,36,734
"Germán Denis","2020-2021",2,0,4,2,0,0,1,1,0,304,1519,510,15,10,4,29,20,468
"Kyle Lafferty","2020-2021",0,0,1,1,0,0,0,0,0,76,316,65,3,4,1,18,7,110
"Jacopo Segre","2020-2021",2,0,2,1,0,0,0,1,0,335,1907,959,23,21,2,22,8,331
"Aleksa Terzić","2020-2021",0,1,2,2,0,0,0,0,0,722,4818,2705,67,46,10,26,15,817
"Nicolò Casale","2020-2021",0,0,1,1,0,0,0,0,0,776,5229,3516,33,9,1,6,6,834
"Luca Ghiringhelli","2020-2021",1,0,4,3,1,0,0,0,0,648,2870,1340,21,17,0,14,6,706
"Marcos Curado","2020-2021",0,0,0,0,0,0,0,0,0,526,3102,1822,21,8,1,5,2,544
"Milan Đurić","2020-2021",2,0,4,2,0,0,2,0,0,397,1086,331,8,14,1,48,32,882
"Andrea Papetti","2020-2021",1,0,0,0,0,0,0,0,0,555,3110,1779,8,4,0,12,2,548
"Jérémy Ménez","2020-2021",4,0,7,2,0,2,2,1,0,436,3076,1384,49,45,17,33,22,515
"Nicola Pasini","2020-2021",1,2,0,0,0,0,0,0,0,410,2088,1017,3,2,1,4,2,424
"Tomi Petrović","2020-2021",0,0,0,0,0,0,0,0,0,92,384,119,5,6,1,18,5,111
"Luca Mora","2020-2021",2,0,1,0,0,0,0,1,0,394,1779,779,21,22,4,14,7,472
"Mohamed Bahlouli","2020-2021",6,1,3,2,0,0,0,1,0,349,2400,1145,35,23,6,27,26,368
"Antonio Di Gaudio","2020-2021",4,0,3,1,0,0,1,1,0,138,994,455,21,10,10,15,8,149
"Andrea Beghetto","2020-2021",1,0,2,2,0,0,0,0,0,664,2876,1567,35,22,3,14,1,738
"Federico Proia","2020-2021",6,0,3,1,0,0,1,1,0,663,3161,1374,30,28,14,74,53,729
"Antonio Vacca","2020-2021",0,1,2,2,0,0,0,0,0,431,2010,1002,8,3,1,7,3,488
"Nicola Pavan","2020-2021",0,0,3,2,0,0,1,0,0,441,2199,949,15,22,3,19,12,511
"Giuseppe Sibilli","2020-2021",4,1,7,5,0,2,0,0,0,289,1736,897,42,19,17,34,17,300
"Thiago Cionek","2020-2021",0,1,1,1,0,0,0,0,0,915,5401,3380,23,9,0,12,2,964
"Ivan Lakićević","2020-2021",0,0,3,3,0,0,0,0,0,250,1369,781,17,9,0,9,4,279
"Tasos Avlonitis","2020-2021",0,1,0,0,0,0,0,0,0,332,1341,537,0,0,0,4,0,358
"Mauro Coppolaro","2020-2021",0,0,0,0,0,0,0,0,0,565,3081,1597,24,18,0,16,5,608
"Emanuele Ndoj","2020-2021",0,0,2,2,0,0,0,0,0,298,1837,906,22,24,0,13,17,312
"Abdelhamid Sabiri","2020-2021",8,5,8,3,1,2,0,1,1,798,4098,1768,46,42,9,87,59,882
"Francesco De Rose","2020-2021",0,1,1,1,0,0,0,0,0,190,714,395,2,5,0,3,1,193
"Riad Bajić","2020-2021",3,1,6,4,0,2,0,0,0,534,2645,729,19,23,12,80,54,653
"Igor Radrezza","2020-2021",6,1,12,7,4,0,1,0,0,1384,7534,3359,61,57,8,46,50,1585
"Alessandro Quaini","2020-2021",1,2,0,0,0,0,0,0,0,294,1740,1004,11,7,0,3,3,321
"Andrea Schiavone","2020-2021",1,2,2,2,0,0,0,0,0,204,964,422,6,7,1,8,9,208
"Mirko Carretta","2020-2021",11,1,4,4,0,0,0,0,0,620,4332,2048,91,46,36,86,31,740
"Emanuele Cicerelli","2020-2021",3,1,6,4,1,0,0,0,1,380,4021,2145,76,54,11,29,15,370
"Enrico Del Prato","2020-2021",0,1,3,3,0,0,0,0,0,790,3870,2187,44,33,1,22,3,883
"Massimo Coda","2020-2021",8,3,23,13,0,5,5,0,0,796,4290,1696,72,42,40,88,71,957
"Youssef Maleh","2020-2021",2,1,7,6,0,1,0,0,0,716,4136,2337,57,40,5,48,26,760
"Fabio Ceravolo","2020-2021",1,0,2,2,0,0,0,0,0,127,699,338,11,6,2,26,12,150
"Filip Jagiełło","2020-2021",3,0,11,5,2,1,2,1,0,1000,5522,2552,54,63,5,43,31,1076
"Pietro Ceccaroni","2020-2021",1,1,2,1,0,0,1,0,0,1654,10533,6938,48,15,0,14,6,1713
"Luca Rigoni","2020-2021",0,2,4,4,0,0,0,0,0,538,2356,1135,12,11,1,16,5,655
"Szymon Żurkowski","2020-2021",6,2,3,2,0,0,1,0,0,448,3154,1784,47,41,12,34,23,463
"Angelo Corsi","2020-2021",2,2,5,2,1,0,1,0,1,565,2578,1287,30,25,1,18,12,637
"Mario Gargiulo","2020-2021",2,0,5,4,0,1,0,0,0,514,2920,1383,47,36,12,51,16,587
"Alessandro Marotta","2020-2021",2,0,1,0,0,0,1,0,0,125,652,226,9,5,4,22,8,173
"Riccardo Bocalon","2020-2021",1,0,0,0,0,0,0,0,0,149,664,189,5,6,2,23,16,207
"Agostino Camigliano","2020-2021",0,0,2,2,0,0,0,0,0,426,2011,1118,5,4,0,8,4,433
"Nicolò Brighenti","2020-2021",2,2,3,2,1,0,0,0,0,980,4649,2934,21,8,0,13,7,1038
"Riccardo Martinelli","2020-2021",1,2,2,1,0,0,0,0,1,386,2096,1110,10,8,2,8,3,433
"Alfredo Donnarumma","2020-2021",6,0,7,6,0,0,1,0,0,307,1372,611,18,16,13,31,19,380
"Fabio Maistro","2020-2021",3,0,2,1,0,1,0,0,0,711,4492,1874,53,51,14,46,44,782
"Valerio Mantovani","2020-2021",0,0,0,0,0,0,0,0,0,172,828,368,1,5,0,2,1,173
"Fabio Pisacane","2020-2021",1,0,1,0,0,0,0,1,0,286,1517,744,1,5,0,2,2,274
"Lucas Castro","2020-2021",2,1,4,4,0,0,0,0,0,307,1520,702,17,14,2,21,14,340
"Nicola Dalmonte","2020-2021",5,1,10,6,3,1,0,0,0,482,2959,1326,42,24,9,32,32,530
"Anderson Lima","2020-2021",5,0,6,2,1,0,3,0,0,256,1622,762,16,16,5,33,8,261
"Vasile Mogos","2020-2021",1,1,6,6,0,0,0,0,0,1201,7374,3824,104,69,3,47,21,1390
"Patryk Dziczek","2020-2021",0,0,1,1,0,0,0,0,0,123,468,134,3,2,2,6,7,135
"Salvatore D'Elia","2020-2021",1,0,1,1,0,0,0,0,0,162,1001,514,13,9,0,8,5,177
"Massimiliano Busellato","2020-2021",0,0,1,1,0,0,0,0,0,585,3071,1361,15,22,1,26,23,676
"Salvatore Esposito","2020-2021",3,1,12,8,3,0,1,0,0,948,3903,1663,16,22,1,25,19,1105
"Patrick Ciurria","2020-2021",7,2,17,12,0,3,2,0,0,738,5656,2861,121,66,42,108,51,824
"Marko Pajač","2020-2021",0,0,6,5,0,0,1,0,0,367,1564,814,11,8,1,15,10,391
"Matteo Cotali","2020-2021",2,0,4,4,0,0,0,0,0,342,1508,719,20,14,3,12,6,360
"Paolo Bartolomei","2020-2021",0,0,5,4,1,0,0,0,0,513,2130,985,14,14,4,17,11,578
"Marco Capuano","2020-2021",0,0,0,0,0,0,0,0,0,524,2425,1406,9,7,0,5,1,576
"Marco Toscano","2020-2021",0,0,0,0,0,0,0,0,0,209,1117,550,6,11,1,7,10,229
"Andrea Colpani","2020-2021",4,0,2,1,0,1,0,0,0,387,2442,1349,43,22,10,20,19,411
"Giuseppe De Luca","2020-2021",3,0,5,2,1,0,2,0,0,358,2364,1147,43,18,22,40,17,425
"Marco Calderoni","2020-2021",0,0,2,2,0,0,0,0,0,363,1758,875,24,15,1,12,5,409
"Andrea Nalini","2020-2021",4,0,4,2,0,0,0,2,0,193,1371,723,24,13,8,18,5,231
"Dennis Johnsen","2020-2021",3,1,9,6,0,2,1,0,0,480,3240,1782,72,28,32,69,29,517
"Filippo Scaglia","2020-2021",0,0,0,0,0,0,0,0,0,390,1922,1135,2,2,0,2,1,442
"Alessandro Vogliacco","2020-2021",0,3,3,2,1,0,0,0,0,701,3403,1913,21,13,1,16,8,757
"Frederik Sørensen","2020-2021",0,0,0,0,0,0,0,0,0,259,1262,790,5,6,0,7,0,266
"Gianluca Di Chiara","2020-2021",2,2,6,3,1,0,0,1,1,853,4302,2190,48,46,8,25,11,938
"Ihsan Sacko","2020-2021",1,1,0,0,0,0,0,0,0,127,863,397,11,9,5,19,9,146
"Lorenzo Ariaudo","2020-2021",0,0,1,1,0,0,0,0,0,613,3230,1870,3,2,1,2,1,691
"Simone Pasa","2020-2021",0,1,0,0,0,0,0,0,0,179,921,496,13,7,1,10,13,209
"Jari Vandeputte","2020-2021",2,1,4,1,3,0,0,0,0,453,3035,1423,48,44,10,31,22,547
"Raúl Asencio","2020-2021",2,1,1,1,0,0,0,0,0,203,765,197,6,8,2,40,13,270
"Francesco Forte","2020-2021",7,1,7,3,0,0,4,0,0,511,2304,801,26,24,16,106,42,658
"Nenad Tomović","2020-2021",0,1,2,2,0,0,0,0,0,1162,7109,4133,67,40,1,13,7,1188
"Gabriele Gori","2020-2021",2,2,6,4,0,0,2,0,0,237,939,293,8,7,6,43,26,347
"Dejan Vokič","2020-2021",0,0,2,2,0,0,0,0,0,233,1165,415,11,12,2,14,15,250
"Tommaso Cassandro","2020-2021",1,0,3,2,1,0,0,0,0,294,1542,966,19,17,4,15,3,346
"Francesco Belli","2020-2021",0,0,1,0,1,0,0,0,0,232,1279,542,12,9,0,10,5,260
"Soufiane Bidaoui","2020-2021",3,0,6,1,0,3,0,2,0,284,2222,1176,43,23,28,41,18,309
"Tommaso D'Orazio","2020-2021",0,0,3,2,0,0,1,0,0,404,2167,1211,18,10,0,17,3,427
"Lamin Jallow","2020-2021",1,0,4,2,0,1,0,1,0,249,1684,740,32,18,11,32,28,293
"Nahuel Valentini","2020-2021",0,0,0,0,0,0,0,0,0,166,684,268,1,1,0,3,3,168
"Florian Ayé","2020-2021",7,2,9,6,0,0,1,1,1,453,1951,676,26,15,13,71,22,663
"Ryder Matos","2020-2021",5,0,6,3,0,1,0,2,0,271,1833,810,47,21,20,31,22,313
"Nicholas Siega","2020-2021",5,1,3,2,0,0,0,0,1,286,1660,713,19,23,5,38,26,331
"Stephane Omeonga","2020-2021",1,3,1,0,0,0,1,0,0,499,2849,1393,33,24,1,25,16,552
"Ben Lhassine Kone","2020-2021",3,0,2,0,0,1,0,1,0,361,1891,876,12,12,1,28,24,347
"Daniel Cappelletti","2020-2021",2,1,2,2,0,0,0,0,0,926,4452,2527,23,15,1,22,8,1067
"Francesco Deli","2020-2021",1,1,0,0,0,0,0,0,0,93,567,311,7,14,2,13,2,122
"Jens Odgaard","2020-2021",2,0,2,1,0,0,1,0,0,329,1838,772,31,23,13,76,37,424
"Tiago Casasola","2020-2021",0,0,13,7,0,3,3,0,0,958,5562,3283,104,67,8,34,22,999
"Gabriele Ferrarini","2020-2021",0,0,3,2,1,0,0,0,0,194,1430,685,22,17,2,6,8,222
"Mirko Marić","2020-2021",1,2,3,3,0,0,0,0,0,179,934,281,8,4,7,25,17,260
"Alessandro Fiordaliso","2020-2021",1,0,2,2,0,0,0,0,0,451,1700,827,14,9,2,8,2,537
"Fausto Rossi","2020-2021",3,0,2,2,0,0,0,0,0,811,4240,2161,28,28,4,14,14,934
"Pepín","2020-2021",3,2,4,2,0,0,2,0,0,646,4038,1928,51,35,17,45,35,752
"Mariusz Stępiński","2020-2021",2,0,6,5,0,0,1,0,0,396,1961,716,29,13,12,69,31,443
"Stefano Moreo","2020-2021",3,0,4,3,0,0,1,0,0,348,2112,974,30,22,7,48,21,457
"Nicholas Pierini","2020-2021",1,0,2,2,0,0,0,0,0,125,620,268,7,8,0,11,10,130
"Mirko Gori","2020-2021",0,0,2,2,0,0,0,0,0,254,1032,411,7,7,1,14,4,298
"Davide Lanzafame","2020-2021",3,0,2,2,0,0,0,0,0,149,820,360,14,18,1,17,12,188
"Nicola Falasco","2020-2021",4,1,6,2,3,0,0,1,0,818,4770,2652,46,30,3,33,14,850
"Cristian Galano","2020-2021",2,0,3,2,1,0,0,0,0,491,3196,1163,31,34,10,34,31,578
"Robert Gucher","2020-2021",13,1,15,7,4,1,1,2,0,754,4244,2105,61,54,8,55,49,802
"Giuseppe Bellusci","2020-2021",0,1,3,2,0,0,1,0,0,1532,7687,4737,41,20,0,13,3,1722
"Sebastiano Esposito","2020-2021",5,1,3,1,0,0,0,2,0,380,1890,910,39,18,19,54,26,445
"Ledian Memushaj","2020-2021",0,2,1,1,0,0,0,0,0,613,3518,1578,33,29,5,30,22,707
"Brayan Vera","2020-2021",1,2,3,1,1,0,1,0,0,365,2318,1247,34,20,2,25,14,407
"Andrea Tiritiello","2020-2021",0,1,0,0,0,0,0,0,0,578,2848,1799,13,12,1,10,0,662
"Eros Pisano","2020-2021",0,0,0,0,0,0,0,0,0,210,958,554,10,8,1,3,2,238
"Roberto Ogunseye","2020-2021",9,0,4,1,0,1,0,2,0,431,2603,489,15,11,6,83,26,609
"Nadir Zortea","2020-2021",2,0,4,4,0,0,0,0,0,701,4778,2538,69,58,9,51,19,735
"Antonio Cinelli","2020-2021",0,0,4,4,0,0,0,0,0,485,2336,1105,18,12,1,27,9,536
"Jhon Chancellor","2020-2021",0,0,0,0,0,0,0,0,0,736,3893,1964,9,1,0,17,3,754
"Paolo Rozzio","2020-2021",0,1,3,2,0,0,1,0,0,730,4142,2723,10,4,1,11,3,773
"Rigoberto Rivas","2020-2021",0,3,5,5,0,0,0,0,0,409,2860,1415,58,30,24,48,32,452
"Daniel Boloca","2020-2021",0,1,1,0,0,0,1,0,0,235,1351,698,17,12,4,9,14,278
"Stefano Giacomelli","2020-2021",3,0,16,9,5,1,1,0,0,675,3845,1755,52,39,8,49,21,799
"Žan Celar","2020-2021",2,1,2,2,0,0,0,0,0,256,1333,565,17,10,10,33,20,306
"Simone Edera","2020-2021",3,0,4,2,2,0,0,0,0,263,1623,777,20,21,10,36,7,271
"Alessandro Bassoli","2020-2021",3,1,0,0,0,0,0,0,0,363,1697,1041,7,5,0,5,1,368
"Simone Pontisso","2020-2021",1,3,5,3,0,0,1,0,1,425,1817,872,11,13,0,10,9,510
"Michael Svoboda","2020-2021",0,0,2,1,0,0,1,0,0,411,2013,1332,6,4,0,9,2,421
"Gennaro Tutino","2020-2021",13,0,13,5,0,2,4,2,0,683,4032,1773,76,43,35,116,40,771
"Davide Agazzi","2020-2021",0,2,0,0,0,0,0,0,0,305,1383,674,11,10,1,22,11,324
"Daniele Sciaudone","2020-2021",2,0,6,3,0,2,0,1,0,982,4351,2093,39,31,9,57,26,1073
"Luca Ranieri","2020-2021",2,0,3,3,0,0,0,0,0,842,4096,2670,36,21,1,5,2,883
"Carlos Augusto","2020-2021",3,0,3,2,1,0,0,0,0,1146,6635,3420,79,62,6,44,13,1245
"Emanuele Terranova","2020-2021",0,0,0,0,0,0,0,0,0,545,2465,1417,5,1,0,8,1,599
"Francesco Zampano","2020-2021",3,3,4,4,0,0,0,0,0,1019,6390,3745,119,66,25,44,34,1057
"Mattia Vitale","2020-2021",0,0,0,0,0,0,0,0,0,218,1130,572,20,11,4,15,7,242
"Caleb Okoli","2020-2021",0,0,1,0,0,0,1,0,0,545,2803,1476,16,7,0,13,3,562
"Fabio Lucioni","2020-2021",0,0,2,2,0,0,0,0,0,1593,9118,5342,17,10,0,9,3,1607
"Mario Balotelli","2020-2021",1,0,2,2,0,0,0,0,0,120,525,152,5,6,2,16,9,138
"Orji Okwonkwo","2020-2021",0,0,1,0,0,0,1,0,0,107,847,457,18,13,5,20,10,119
"Giacomo Beretta","2020-2021",3,0,0,0,0,0,0,0,0,175,745,282,12,7,5,30,13,218
"Luigi Canotto","2020-2021",6,0,9,7,0,0,1,1,0,509,4531,2494,113,58,49,65,34,530
"Nicolò Cambiaghi","2020-2021",2,0,1,0,1,0,0,0,0,155,1385,577,24,11,7,23,9,165
"Christian Gytkjær","2020-2021",0,1,6,4,0,0,2,0,0,193,593,213,7,9,2,35,7,311
"Leo Štulac","2020-2021",1,2,14,6,6,0,1,0,1,1271,7173,4115,56,46,0,26,14,1558
"Marco Armellino","2020-2021",0,0,2,2,0,0,0,0,0,527,2637,1372,23,30,1,15,9,676
"Matteo Ardemagni","2020-2021",3,0,3,0,0,0,1,2,0,149,536,84,1,4,1,31,17,211
"Camillo Tavernelli","2020-2021",3,1,3,3,0,0,0,0,0,171,1299,542,23,24,8,29,13,206
"Matteo Legittimo","2020-2021",0,0,0,0,0,0,0,0,0,1081,5068,2756,13,15,0,12,2,1225
"Paweł Jaroszyński","2020-2021",1,3,3,1,2,0,0,0,0,748,4153,1989,33,29,3,24,16,797
"Jacopo Da Riva","2020-2021",0,2,3,2,0,0,1,0,0,311,1826,863,13,9,4,27,9,320
"Daniele Liotti","2020-2021",0,2,4,4,0,0,0,0,0,382,1689,716,14,17,0,24,11,456
"Samuele Ricci","2020-2021",7,2,4,4,0,0,0,0,0,663,4074,1912,52,51,8,34,20,738
"Antonio Caracciolo","2020-2021",0,0,3,1,0,0,2,0,0,857,4468,2581,18,16,0,19,8,889
"Filippo De Col","2020-2021",1,0,1,1,0,0,0,0,0,409,1997,963,20,11,1,18,3,447
"Alessandro Mallamo","2020-2021",4,1,3,3,0,0,0,0,0,273,1769,768,28,22,4,34,40,294
"Davide Diaw","2020-2021",14,2,6,2,0,1,1,1,1,594,3724,1415,49,39,32,102,51,729
"Przemysław Szymiński","2020-2021",0,0,3,2,0,0,1,0,0,1175,5983,3364,8,9,0,5,1,1212
"Bartosz Salamon","2020-2021",0,0,1,1,0,0,0,0,0,314,1586,961,5,9,0,3,0,355
"Luca Fiordilino","2020-2021",5,3,4,3,0,0,0,1,0,987,4279,2114,32,26,5,35,17,1102
"Andrea Paolucci","2020-2021",3,1,2,0,1,0,0,1,0,785,4207,1876,29,23,1,29,14,830
"Marco Pinato","2020-2021",5,0,3,1,0,0,2,0,0,380,1918,905,22,16,6,40,11,462
"Nikolas Špalek","2020-2021",5,1,7,4,0,1,1,1,0,454,2493,1035,26,33,5,38,26,511
"Riccardo Fiamozzi","2020-2021",1,0,6,6,0,0,0,0,0,1099,6026,3575,73,45,5,30,14,1263
"Marco Rossi","2020-2021",0,0,0,0,0,0,0,0,0,194,881,486,4,1,1,4,0,204
"Mardochee Nzita","2020-2021",4,1,1,0,0,0,0,1,0,312,1880,1077,24,19,4,17,10,350
"Christian Capone","2020-2021",1,0,0,0,0,0,0,0,0,276,1562,654,19,15,7,22,6,325
"Gianmarco Cangiano","2020-2021",4,0,1,0,0,0,1,0,0,251,1547,652,16,8,6,30,20,292
"Marcin Listkowski","2020-2021",0,0,3,3,0,0,0,0,0,210,1343,618,14,9,4,14,11,235
"Marius Marin","2020-2021",3,4,10,8,0,1,0,1,0,532,3504,2060,56,36,1,31,6,527
"Antonio Balzano","2020-2021",0,0,1,1,0,0,0,0,0,331,1646,1077,18,23,0,10,7,372
"Antonino Barillà","2020-2021",0,1,4,4,0,0,0,0,0,564,2780,1221,18,19,1,21,25,709
"Federico Dionisi","2020-2021",8,1,6,4,0,1,1,0,0,531,2770,1206,43,37,14,74,49,655
"Andrija Novakovich","2020-2021",7,0,11,8,0,1,1,1,0,412,1914,724,28,13,18,85,40,590
